Time [s],Packet ID,MOSI,MISO
3.270465666666666,0,0x50,0xFF
3.270493041666667,0,0x0D,0xFF
3.270520375000000,0,0xF7,0xFF
3.270547708333333,0,0x01,0xFF
3.270575000000000,0,0x80,0xFF
3.270602333333333,0,0x00,0xFF
3.270629666666667,0,0x00,0xFF
3.270656958333333,0,0x00,0xFF
3.270684291666667,0,0x00,0xFF
3.270711625000000,0,0x00,0xFF
3.270738916666667,0,0x00,0xFF
3.270766250000000,0,0x00,0xFF
3.270793541666666,0,0x00,0xFF
3.270820833333334,0,0x00,0xFF
3.270848166666667,0,0x00,0xFF
3.664863291666667,1,0xF4,0xFF
3.999639375000000,2,0x1A,0xFF
3.999666708333333,2,0x02,0xFF
3.999705000000000,2,0xFF,0x5F
3.999732666666667,2,0xFF,0xA7
3.999760291666667,2,0xFF,0x38
4.100778083333333,3,0xF4,0xFF
4.465866958333334,4,0x1A,0xFF
4.465894250000000,4,0x02,0xFF
4.465932416666667,4,0xFF,0xB3
4.465960000000000,4,0xFF,0x83
4.465987541666666,4,0xFF,0x38
4.567003166666667,5,0xF4,0xFF
4.933122125000000,6,0x1A,0xFF
4.933149500000000,6,0x02,0xFF
4.933187625000000,6,0xFF,0xDC
4.933215250000000,6,0xFF,0xBB
4.933242916666667,6,0xFF,0x38
5.034279291666667,7,0xF4,0xFF
5.399295583333333,8,0x1A,0xFF
5.399322916666667,8,0x02,0xFF
5.399361041666666,8,0xFF,0x94
5.399388541666666,8,0xFF,0xA2
5.399416083333334,8,0xFF,0x38
5.500419708333333,9,0xF4,0xFF
5.866374083333334,10,0x1A,0xFF
5.866401416666666,10,0x02,0xFF
5.866439541666667,10,0xFF,0x22
5.866467041666667,10,0xFF,0xC7
5.866494625000000,10,0xFF,0x38
5.967457458333334,11,0xF4,0xFF
6.333422625000000,12,0x1A,0xFF
6.333449958333333,12,0x02,0xFF
6.333488083333333,12,0xFF,0x67
6.333515666666667,12,0xFF,0x9B
6.333543250000000,12,0xFF,0x38
6.434546458333333,13,0xF4,0xFF
6.799595458333333,14,0x1A,0xFF
6.799622791666667,14,0x02,0xFF
6.799660916666666,14,0xFF,0xD1
6.799688458333334,14,0xFF,0xAE
6.799716083333333,14,0xFF,0x38
6.900732583333333,15,0xF4,0xFF
7.266659375000000,16,0x1A,0xFF
7.266686708333333,16,0x02,0xFF
7.266724833333333,16,0xFF,0xEF
7.266752500000000,16,0xFF,0x95
7.266780083333333,16,0xFF,0x38
7.367762583333334,17,0xF4,0xFF
7.732782083333333,18,0x1A,0xFF
7.732809416666667,18,0x02,0xFF
7.732847541666667,18,0xFF,0xF0
7.732875125000000,18,0xFF,0x9B
7.732902708333333,18,0xFF,0x38
7.833866750000000,19,0xF4,0xFF
8.199730375000000,20,0x1A,0xFF
8.199757666666667,20,0x02,0xFF
8.199795791666666,20,0xFF,0x57
8.199823374999999,20,0xFF,0x74
8.199850958333334,20,0xFF,0x38
8.300772333333333,21,0xF4,0xFF
8.666695166666667,22,0x1A,0xFF
8.666722458333334,22,0x02,0xFF
8.666760583333334,22,0xFF,0x88
8.666788083333334,22,0xFF,0x9A
8.666815625000000,22,0xFF,0x38
8.767768708333334,23,0xF4,0xFF
9.132728374999999,24,0x1A,0xFF
9.132755666666666,24,0x02,0xFF
9.132793791666666,24,0xFF,0x87
9.132821333333334,24,0xFF,0x68
9.132848833333334,24,0xFF,0x38
9.233816541666666,25,0xF4,0xFF
9.599680666666666,26,0x1A,0xFF
9.599707958333333,26,0x02,0xFF
9.599746041666666,26,0xFF,0x46
9.599773541666666,26,0xFF,0xBC
9.599801125000001,26,0xFF,0x38
9.700721833333333,27,0xF4,0xFF
10.066448333333334,28,0x1A,0xFF
10.066475625000001,28,0x02,0xFF
10.066513750000000,28,0xFF,0x43
10.066541250000000,28,0xFF,0xBB
10.066568875000000,28,0xFF,0x38
10.167515291666666,29,0xF4,0xFF
10.533395083333334,30,0x1A,0xFF
10.533422375000001,30,0x02,0xFF
10.533460458333334,30,0xFF,0x91
10.533487958333334,30,0xFF,0xA2
10.533515458333333,30,0xFF,0x38
10.634440833333333,31,0xF4,0xFF
11.000194625000001,32,0x1A,0xFF
11.000221916666666,32,0x02,0xFF
11.000260041666667,32,0xFF,0x74
11.000287541666667,32,0xFF,0xA8
11.000315041666667,32,0xFF,0x38
11.101229708333333,33,0xF4,0xFF
11.467022541666667,34,0x1A,0xFF
11.467049875000001,34,0x02,0xFF
11.467088000000000,34,0xFF,0x2A
11.467115500000000,34,0xFF,0xAA
11.467143041666667,34,0xFF,0x38
11.568066000000000,35,0xF4,0xFF
11.932909250000000,36,0x1A,0xFF
11.932936541666667,36,0x02,0xFF
11.932974666666667,36,0xFF,0x4D
11.933002208333333,36,0xFF,0xB3
11.933029791666666,36,0xFF,0x38
12.033949666666667,37,0xF4,0xFF
12.399686250000000,38,0x1A,0xFF
